sl	movie_name	imdb_id	file_name	file_format	how_parsed	parse_status	file_location	attributes	CSM id
1	10 Things I Hate About You	tt0147800	10_things_i_hate_about_you.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/10-things-i-hate-about-you
2	127 Hours	tt1542344	127_hours.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	11ea2756-947b-4709-9a10-0dcd307adc40
3	12 and Holding	tt0417385	12_and_holding.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
4	Twelve Monkeys	tt0114746	12_monkeys.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	941e9623-273f-4220-8f99-29bc93973dea
5	12 Years a Slave	tt2024544	12_years_a_slave.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/12-years-a-slave
6	Thirteen Days	tt0146309	13_days.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	913c896c-2e83-41b2-9a0e-41d1a7d82d53
7	1492	tt0103594	1492_conquest_of_paradise.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
8	15 Minutes	tt0179626	15_minutes.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/15-minutes
9	17 Again	tt0974661	17_again.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d018a555-be4a-4edb-9dd8-9465720e34c4
10	One Eight Seven	tt0118531	187.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
11	2001	tt0062622	2001_a_space_odyssey.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ca63c2a6-f2bf-44a4-a52b-fb79a200ea2a
12	2012	tt1190080	2012.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a92c5e4d-3044-486b-8861-956dbcdcbb02
13	Three Kings	tt0120188	3_kings.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f0a5a899-0f04-4405-81b9-94f7c5709ca1
14	42	tt0453562	42.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	78d51262-65ad-415f-9238-2dc90ba7d045
15	44 Inch Chest	tt0914837	44_inch_chest.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
16	48 Hrs.	tt0083511	48_hrs..txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	cab97b5c-7bd8-47c4-b5d8-fbe57071e9ce
17	50/50	tt1306980	5050.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0d401c26-3396-4512-a343-c4225811ab33
18	8MM	tt0134273	8_millimeter.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
19	9	tt0472033	9.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6e883bcd-85e2-48c0-b033-543471837ead
20	Few Good Men, A	tt0104257	a_few_good_men.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	80f954df-adda-4dab-96a7-2a0b461d66e9
21	Nightmare on Elm Street, A	tt0087800	a_nightmare_on_elm_street.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/a-nightmare-on-elm-street
21	Nightmare on Elm Street, A	tt0087800	a_nightmare_on_elm_street.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/a-nightmare-on-elm-street
22	Serious Man, A	tt1019452	a_serious_man.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8df46a47-b76f-4017-9175-6ca798540f0d
23	Walk to Remember, A	tt0281358	a_walk_to_remember.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	351a2bb1-083a-4f02-8179-4b5269338487
24	Above the Law	tt0094602	above_the_law.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
25	Absolute Power	tt0118548	absolute_power.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
26	Abyss, The	tt0096754	abyss_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e8f5897c-615e-46b0-813c-3ea4ef604709
27	Adaptation.	tt0268126	adaptation.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4d83d60f-5dae-4421-9f57-53be9ba5d3f8
28	Adventures of Buckaroo Banzai Across the 8th Dimension, The	tt0086856	adventures_of_buckaroo_banzai_across_the_eighth_dimension_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
29	Affliction	tt0118564	affliction.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
30	After.Life	tt0838247	after.life.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	eb78c943-79fc-437f-abee-8f3076a4fe12
31	Agnes of God	tt0088683	agnes_of_god.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
32	Air Force One	tt0118571	air_force_one.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8257f766-43e5-4282-b599-3a19a15b0e30
33	Airplane!	tt0080339	airplane.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	15189cdb-beb8-49e6-a7aa-3f424762ec94
34	Airplane II	tt0083530	airplane_2_the_sequel.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	534b92d1-5431-426c-869b-ff3d0eb26790
35	Ali	tt0248667	ali.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3143c124-fb95-48ab-9d06-fa8b5940c63c
36	Monsters vs. Aliens	tt0892782	alien.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0eff904d-a4ed-4773-a808-077fe6521ba3
37	Alien Nation	tt0094631	alien_nation.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
38	AVP	tt0370263	alien_vs._predator.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/alien-vs-predator
39	All About Eve	tt0042192	all_about_eve.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e31957c2-b746-4a74-b2e4-eea6e43293b2
40	All About Steve	tt0881891	all_about_steve.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c1cf566b-96f4-4bb9-8028-112191c61a76
41	All the King's Men	tt0041113	all_the_kings_men.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	75fd90cc-71c1-4f7c-aace-fd3c4f8369ea
42	All the President's Men	tt0074119	all_the_presidents_men.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a92147b2-d25c-428a-928c-423c7ae0fb6f
43	Almost Famous	tt0181875	almost_famous.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	51c68d25-7aa8-44ec-95e7-21cf8e277685
44	Amadeus	tt0086879	amadeus.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f9c4d4b2-f12c-47bc-be2b-98f60bff550c
45	Amelia	tt1129445	amelia.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	52807042-63ce-48bc-9702-251cd99b91a4
46	American Beauty	tt0169547	american_beauty.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e6b2876d-c8f1-4d40-a587-094a96fe80f1
47	American Gangster	tt0765429	american_gangster.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	edd41ddf-1d16-4e0b-8567-feb65f21b198
48	American Graffiti	tt0069704	american_graffiti.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6b134ca9-356a-40ee-a5e7-b7a1e63eb8cb
49	American History X	tt0120586	american_history_x.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/american-history-x
50	American Hustle	tt1800241	american_hustle.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/american-hustle
51	American Pie	tt0163651	american_pie.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4bc67c3a-f4af-4b5d-abee-cda16241cb1f
52	American President, The	tt0112346	american_president_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e966a8d0-264d-46e3-a4bd-276aae8a5145
53	American Psycho	tt0144084	american_psycho.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4cf52cb8-8db7-4234-8a68-22ca7479d339
54	American Splendor	tt0305206	american_splendor.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	411009cb-11a6-40ee-8654-15c20e3cf668
55	American Werewolf in London, An	tt0082010	american_werewolf_in_london.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
56	Amityville Asylum, The	tt2216212	amityville_asylum_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
57	Amour	tt1602620	amour.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/amour
58	Education, An	tt1174732	an_education.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1cc3e1fb-0bc6-455c-8d31-6c39b5397687
59	Analyze That	tt0289848	analyze_that.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	b3d57a2a-f2b6-4e22-a366-9327e1cba9b5
60	Analyze This	tt0122933	analyze_this.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
61	Anastasia	tt0118617	anastasia.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6c4e2225-8f03-4cc2-a956-e675827cc1e4
62	Angel Eyes	tt0225071	angel_eyes.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	28e46d12-d392-495d-bd74-1f58a6138e63
63	Angels & Demons	tt0808151	angels_and_demons.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/angels-demons
64	Anna Karenina	tt1781769	anna_karenina.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/anna-karenina
65	Annie Hall	tt0075686	annie_hall.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a7a0749e-c9aa-4d7d-a855-8e48b63e65ea
66	Anniversary Party, The	tt0254099	anniversary_party_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
66	Anniversary Party, The	tt0254099	anniversary_party_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
67	Anonymous	tt1521197	anonymous.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	14222147-c5e6-475a-8347-679456e0b9bb
68	Antitrust	tt0218817	antitrust.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	14da8401-9d81-4fa4-a00f-8bbba9f52210
69	Antz	tt0120587	antz.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8138de24-4c21-415b-9175-e59883bfb25f
70	Apartment, The	tt0053604	apartment_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	637d9884-5c24-46dc-a9c8-1ec4770b10bd
71	Apocalypse Now	tt0078788	apocalypse_now_redux.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/apocalypse-now
72	Apt Pupil	tt0118636	apt_pupil.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
73	Arbitrage	tt1764183	arbitrage.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	66e48cc7-e40d-42ff-8b49-f65b8ce924f9
74	Arcade	tt0106302	arcade.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
75	Arctic Blue	tt0106303	arctic_blue.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
76	Argo	tt1024648	argo.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bdb8eb10-5011-4cde-a24c-d3d0de61dbe7
77	Armageddon	tt0120591	armageddon.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/armageddon
78	Arsenic and Old Lace	tt0036613	arsenic_and_old_lace.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f0c8ccc6-af48-4b7b-b16d-018310b09d08
79	As Good as It Gets	tt0119822	as_good_as_it_gets.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	772a1084-c79d-4921-a8d7-9b4bdda4d00a
80	As Good as It Gets	tt0119822	as_good_as_it_gets_.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	772a1084-c79d-4921-a8d7-9b4bdda4d00a
81	Assassins	tt0112401	assassins.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
82	Assignment, The	tt0118647	assignment_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
83	August	tt1322269	august_osage_county.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	baa59e49-188b-4ce7-a768-bcb4f544d93d
84	Austin Powers	tt0145660	austin_powers__the_spy_who_shagged_me.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/austin-powers-the-spy-who-shagged-me
85	Austin Powers	tt0118655	austin_powers_international_man_of_mystery.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7c7c79ec-003a-404d-a096-b3dfbc608fa3
86	Autumn in New York	tt0174480	autumn_in_new_york.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
87	Avatar	tt0499549	avatar.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8b06b3af-c382-4c47-b112-be19d1b8beed
88	Avengers, The	tt0118661	avengers_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
88	Avengers, The	tt0118661	avengers_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
89	avventura, L'	tt0053619	avventura_l_the_adventure.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
90	Babel	tt0449467	babel.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	651fa0d5-989f-42d9-af84-382905c96a25
91	Bachelor Party	tt0086927	bachelor_party.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	943be55c-317f-4cce-9d9f-f590208894c3
92	Bachelor Party, The	tt0050156	bachelor_party_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
93	Backdraft	tt0101393	backdraft.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	9d230789-299a-4a92-9364-b57a651b5a28
94	Back-up Plan, The	tt1212436	backup_plan_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5899a611-a600-429e-8d48-3d47f7b1c1e6
95	Bad Boys	tt0112442	bad_boys.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	cdd07981-3bc5-407d-bd79-f09b5f145989
96	Bad Country	tt2350892	bad_country.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
97	Bad Dreams	tt0094701	bad_dreams.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
98	Bad Lieutenant	tt0103759	bad_lieutenant.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
99	Bad Santa	tt0307987	bad_santa.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	657a8426-6e31-4fd0-9c55-4a38752f950a
100	Bad Teacher	tt1284575	bad_teacher.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	12cd1a92-3ee2-45b7-b2a4-e8ef07f83215
101	Badlands	tt0069762	badlands.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
102	Bamboozled	tt0215545	bamboozled.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/bamboozled
103	Barry Lyndon	tt0072684	barry_lyndon.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
104	Barton Fink	tt0101410	barton_fink.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	cf3e871d-4556-4ab6-bf24-4b75c820dfb1
105	Basic Instinct	tt0103772	basic_instinct.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	861db53a-a17c-4df5-b7f5-9907a36494aa
106	Basquiat	tt0115632	basquiat.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
107	Batman	tt0096895	batman.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2a156e82-1a87-465f-adec-a2d27c4eba0b
108	Batman	tt0060153	batman_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5fbf91af-6756-4405-b2de-085c00916212
109	Batman Returns	tt0103776	batman_returns.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	863a6750-4a9e-40b9-9ab8-d8f7c9425e55
110	Battle Los Angeles	tt1217613	battle_los_angeles.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3dab10e0-2540-4d45-ba0e-49268c181a59
111	battaglia di Algeri, La	tt0058946	battle_of_algiers_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
111	battaglia di Algeri, La	tt0058946	battle_of_algiers_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
112	Battle of Shaker Heights, The	tt0357470	battle_of_shaker_heights_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
113	Beasts of the Southern Wild	tt2125435	beasts_of_the_southern_wild.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	fbb924ec-d990-49bf-ac9e-a3a5a6e4a100
114	Beavis and Butt-Head Do America	tt0115641	beavis_and_butthead_do_america.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ac3be158-aa67-4269-9dda-006f0f636621
115	Beetlejuice	tt0094721	beetle_juice.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e55b360d-8134-44af-b39a-aa13f28e6f92
116	Beginners	tt1532503	beginners.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	99771aa0-c9a8-42de-87c8-cdadee328cfc
117	Being John Malkovich	tt0120601	being_john_malkovich.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d3e48df6-7894-4404-a5cf-5cd6a6735f52
118	Being There	tt0078841	being_there.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1f8ed935-73a1-4154-8972-0f07c4d1e432
119	Believer, The	tt0247199	believer_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
119	Believer, The	tt0247199	believer_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
120	Beloved	tt0120603	beloved.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
121	Below	tt0276816	below.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
122	Best Exotic Marigold Hotel, The	tt1412386	best_exotic_marigold_hotel_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e01704f6-50b0-4742-9438-33360215560b
123	Big	tt0094737	big.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	dee724dd-c404-41a4-833b-c5f8dabff94f
124	grand bleu, Le	tt0095250	big_blue_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
125	Big Fish	tt0319061	big_fish.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	b7ba140f-914e-4b29-ba32-a30d2db15ff7
126	Big Lebowski, The	tt0118715	big_lebowski_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c62fe0b1-f854-4b2c-925f-1b9c88d632f3
127	Big White, The	tt0402850	big_white_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
128	Birds, The	tt0056869	birds_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c2a4902a-acc4-4300-891f-7451d014bccd
129	Birthday Girl	tt0188453	birthday_girl.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c88d119b-9d86-4dfe-8462-c5405920cd51
130	Black Rain	tt0096933	black_rain.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
131	Black Snake Moan	tt0462200	black_snake_moan.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6402860f-f6e7-4a2e-85a8-1c43495aadc6
132	Black Swan	tt0947798	black_swan.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	eeee48c0-44b7-4caa-92dd-f6f6d506dfe5
133	Blade	tt0120611	blade.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	01086dac-ecd4-43fa-89ff-c1c8c3d1fa00
134	Blade II	tt0187738	blade_ii.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	42a8c477-3c5f-4a52-b53c-6a22256c36fa
135	Blade Runner	tt0083658	blade_runner.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/blade-runner
136	Blade Trinity	tt0359013	blade_trinity.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bef737a6-738c-48d6-a719-c75600257f1c
137	Blair Witch Project, The	tt0185937	blair_witch_ii.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1486dcc1-a1ec-4328-9794-5d1f048600df
138	Blast from the Past	tt0124298	blast_from_the_past_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	fbe854ad-2629-474c-a174-703c11ddf966
139	Blind Side, The	tt0878804	blind_side_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	08ada891-cb4f-4575-a6ea-e49f22b7e420
140	Bling Ring, The	tt2132285	bling_ring_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5f5c4b2e-2b1d-403a-9f99-49bbb427e05b
141	Blood and Wine	tt0115710	blood_and_wine.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
142	Blood Simple.	tt0086979	blood_simple.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
143	Blow	tt0221027	blow.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	78e06dc1-fb3f-4812-8cb0-678ca7aa8ba5
144	Blue Hotel, The	tt0461912	blue_hotel.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
145	Blue Valentine	tt1120985	blue_valentine.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	21651e39-4834-42e6-83f3-3fba7254035b
146	Blue Velvet	tt0090756	blue_velvet.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	dfb5b1a0-1116-48d7-865b-fc3639289f98
147	Body Heat	tt0082089	body_heat.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
148	Body of Evidence	tt0106453	body_of_evidence.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
149	Bodyguard, The	tt0103855	bodyguard.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	89506daa-4ef7-4886-8a09-0137916bf79f
150	Bones	tt0166110	bones.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
151	Bonfire of the Vanities, The	tt0099165	bonfire_of_the_vanities.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
152	Bonnie and Clyde	tt0061418	bonnie_and_clyde.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	dedd651f-c337-4dd1-94ab-adfa761bbba1
153	Book of Eli, The	tt1037705	book_of_eli_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	fa09a019-c4b8-434e-a220-9aef1b58c4e9
154	Boondock Saints II	tt1300851	boondock_saints_2_all_saints_day.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
155	Boondock Saints, The	tt0144117	boondock_saints_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
155	Boondock Saints, The	tt0144117	boondock_saints_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
156	Bottle Rocket	tt0115734	bottle_rocket.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	fd2ca584-4651-4e52-98d9-0c6670d48057
157	Bound	tt0115736	bound.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
158	Bounty Hunter, The	tt1038919	bounty_hunter_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6caff264-ae38-47f6-a927-39bcff06eabe
159	Bourne Identity, The	tt0258463	bourne_identity_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5fa9c2c7-5815-4c04-ba2e-edecae1f88f1
160	Bourne Supremacy, The	tt0372183	bourne_supremacy_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	39a03e28-359a-4da7-9ec7-4c11c6bdcd2d
161	Bourne Ultimatum, The	tt0440963	bourne_ultimatum_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	25f51195-308b-43b8-bbf2-bb51d40f0fe9
162	Braveheart	tt0112573	braveheart.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	dae3e5f0-7e1c-418d-845a-3a58f8ee2275
163	Brazil	tt0088846	brazil.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	66389357-7fa5-4dfa-a793-dc53e03dcd8d
164	Breakdown	tt0118771	breakdown.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
165	Breaking Away	tt0078902	breaking_away.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	9cd06f52-7a6c-471e-9dee-7cdc731efc9b
166	Bridesmaids	tt1478338	bridesmaids.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d24056c1-b51f-42c0-a1a9-43f6a60f8177
167	Bringing Out the Dead	tt0163988	bringing_out_the_dead.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
168	Broadcast News	tt0092699	broadcast_news.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5888eb65-ecac-44a5-997e-77e41da53812
169	Broken Arrow	tt0115759	broken_arrow.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
170	abrazos rotos, Los	tt0913425	broken_embraces.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/broken-embraces
171	Brothers Bloom, The	tt0844286	brothers_bloom_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e25910a8-0f52-4f08-8dd4-da86d023ce72
172	Buffy the Vampire Slayer	tt0103893	buffy_the_vampire_slayer.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	242c144d-05bc-41d3-89e7-210279e5879f
173	Bull Durham	tt0094812	bull_durham.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	55e8459f-df21-4fd8-9e61-b29e318d07ee
